Field_number,Sector_en,Field_en,IPC_code,Updated_on,Remark,IPC_code_subclass,IPC_code_suffix,regex_string
34,Other fields,Other consumer goods,G10K%,,,G10K,,G10K\d\d\d+
35,Other fields,Civil engineering,E01B%,,,E01B,,E01B\d\d\d+
35,Other fields,Civil engineering,E01C%,,,E01C,,E01C\d\d\d+
35,Other fields,Civil engineering,E01D%,,,E01D,,E01D\d\d\d+
35,Other fields,Civil engineering,E01F   1%,,,E01F,1,E01F\d\d01\d+
35,Other fields,Civil engineering,E01F   3%,,,E01F,3,E01F\d\d03\d+
35,Other fields,Civil engineering,E01F   5%,,,E01F,5,E01F\d\d05\d+
35,Other fields,Civil engineering,E01F   7%,,,E01F,7,E01F\d\d07\d+
35,Other fields,Civil engineering,E01F   9%,,,E01F,9,E01F\d\d09\d+
35,Other fields,Civil engineering,E01F  11%,,,E01F,11,E01F\d\d11\d+
35,Other fields,Civil engineering,E01F  13%,,,E01F,13,E01F\d\d13\d+
35,Other fields,Civil engineering,E01F  15%,,,E01F,15,E01F\d\d15\d+
35,Other fields,Civil engineering,E01H%,,,E01H,,E01H\d\d\d+
35,Other fields,Civil engineering,E02B%,,,E02B,,E02B\d\d\d+
35,Other fields,Civil engineering,E02C%,,,E02C,,E02C\d\d\d+
35,Other fields,Civil engineering,E02D%,,,E02D,,E02D\d\d\d+
35,Other fields,Civil engineering,E02F%,,,E02F,,E02F\d\d\d+
35,Other fields,Civil engineering,E03B%,,,E03B,,E03B\d\d\d+
35,Other fields,Civil engineering,E03C%,,,E03C,,E03C\d\d\d+
35,Other fields,Civil engineering,E03D%,,,E03D,,E03D\d\d\d+
35,Other fields,Civil engineering,E03F%,,,E03F,,E03F\d\d\d+
35,Other fields,Civil engineering,E04B%,,,E04B,,E04B\d\d\d+
35,Other fields,Civil engineering,E04C%,,,E04C,,E04C\d\d\d+
35,Other fields,Civil engineering,E04D%,,,E04D,,E04D\d\d\d+
35,Other fields,Civil engineering,E04F%,,,E04F,,E04F\d\d\d+
35,Other fields,Civil engineering,E04G%,,,E04G,,E04G\d\d\d+
35,Other fields,Civil engineering,E04H%,,,E04H,,E04H\d\d\d+
35,Other fields,Civil engineering,E05B%,,,E05B,,E05B\d\d\d+
35,Other fields,Civil engineering,E05C%,,,E05C,,E05C\d\d\d+
35,Other fields,Civil engineering,E05D%,,,E05D,,E05D\d\d\d+
35,Other fields,Civil engineering,E05F%,,,E05F,,E05F\d\d\d+
35,Other fields,Civil engineering,E05G%,,,E05G,,E05G\d\d\d+
35,Other fields,Civil engineering,E06B%,,,E06B,,E06B\d\d\d+
35,Other fields,Civil engineering,E06C%,,,E06C,,E06C\d\d\d+
35,Other fields,Civil engineering,E21B%,,,E21B,,E21B\d\d\d+
35,Other fields,Civil engineering,E21C%,,,E21C,,E21C\d\d\d+
35,Other fields,Civil engineering,E21D%,,,E21D,,E21D\d\d\d+
35,Other fields,Civil engineering,E21F%,,,E21F,,E21F\d\d\d+
35,Other fields,Civil engineering,E99Z%,,,E99Z,,E99Z\d\d\d+
